"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS03","2015","2014-10-01","0.1483","0.1601","0.1378","0.3797","0.0141","A"
"HF004","2","GSWS03","2015","2014-10-02","0.1383","0.1433","0.1378","0.3539","0.0132","A"
"HF004","2","GSWS03","2015","2014-10-03","0.1361","0.1378","0.1324","0.3485","0.013","A"
"HF004","2","GSWS03","2015","2014-10-04","0.1305","0.1324","0.127","0.3342","0.0124","A"
"HF004","2","GSWS03","2015","2014-10-05","0.127","0.127","0.127","0.3251","0.0121","A"
"HF004","2","GSWS03","2015","2014-10-06","0.127","0.127","0.127","0.3251","0.0121","A"
"HF004","2","GSWS03","2015","2014-10-07","0.127","0.127","0.127","0.3251","0.0121","A"
"HF004","2","GSWS03","2015","2014-10-08","0.132","0.1324","0.127","0.338","0.0126","A"
"HF004","2","GSWS03","2015","2014-10-09","0.1312","0.1378","0.1112","0.3359","0.0125","A"
"HF004","2","GSWS03","2015","2014-10-10","0.1298","0.1324","0.127","0.3324","0.0124","A"
"HF004","2","GSWS03","2015","2014-10-11","0.1471","0.1658","0.1324","0.3765","0.014","A"
"HF004","2","GSWS03","2015","2014-10-12","0.1555","0.1601","0.1489","0.3982","0.0148","A"
"HF004","2","GSWS03","2015","2014-10-13","0.1544","0.1545","0.1489","0.3954","0.0147","A"
"HF004","2","GSWS03","2015","2014-10-14","0.1778","0.2132","0.1489","0.4552","0.0169","A"
"HF004","2","GSWS03","2015","2014-10-15","0.3856","0.7324","0.1545","0.9871","0.0367","A"
"HF004","2","GSWS03","2015","2014-10-16","0.2334","0.3957","0.1832","0.5975","0.0222","A"
"HF004","2","GSWS03","2015","2014-10-17","0.1816","0.1832","0.1716","0.4649","0.0173","A"
"HF004","2","GSWS03","2015","2014-10-18","0.1902","0.1951","0.1716","0.4869","0.0181","A"
"HF004","2","GSWS03","2015","2014-10-19","0.1742","0.1832","0.1658","0.4461","0.0166","A"
"HF004","2","GSWS03","2015","2014-10-20","0.3521","0.4955","0.1601","0.9015","0.0335","A"
"HF004","2","GSWS03","2015","2014-10-21","0.4725","0.8474","0.003","1.2097","0.045","A"
"HF004","2","GSWS03","2015","2014-10-22","0.8993","3.9251","0.3166","2.3021","0.0856","A"
"HF004","2","GSWS03","2015","2014-10-23","1.2736","4.2539","0.4732","3.2603","0.1213","A"
"HF004","2","GSWS03","2015","2014-10-24","0.4371","0.5514","0.3737","1.119","0.0416","A"
"HF004","2","GSWS03","2015","2014-10-25","0.4528","0.7495","0.337","1.1591","0.0431","A"
"HF004","2","GSWS03","2015","2014-10-26","1.1115","1.8118","0.6699","2.8455","0.1058","A"
"HF004","2","GSWS03","2015","2014-10-27","0.5368","0.7096","0.4288","1.3742","0.0511","A"
"HF004","2","GSWS03","2015","2014-10-28","0.8542","1.5635","0.4012","2.1866","0.0813","A"
"HF004","2","GSWS03","2015","2014-10-29","0.749","1.3481","0.5122","1.9174","0.0713","A"
"HF004","2","GSWS03","2015","2014-10-30","0.7608","2.7305","0.4288","1.9476","0.0724","A"
"HF004","2","GSWS03","2015","2014-10-31","2.1967","3.3535","1.0326","5.6236","0.2091","A"
"HF004","2","GSWS03","2015","2014-11-01","0.744","1.0235","0.6133","1.9048","0.0708","A"
"HF004","2","GSWS03","2015","2014-11-02","0.5477","0.6133","0.5066","1.4022","0.0521","A"
"HF004","2","GSWS03","2015","2014-11-03","0.5317","0.5626","0.5011","1.3612","0.0506","A"
"HF004","2","GSWS03","2015","2014-11-04","1.3902","1.9804","0.5346","3.559","0.1324","A"
"HF004","2","GSWS03","2015","2014-11-05","0.9299","1.2397","0.7495","2.3805","0.0885","A"
"HF004","2","GSWS03","2015","2014-11-06","0.6959","0.7609","0.6416","1.7814","0.0663","A"
"HF004","2","GSWS03","2015","2014-11-07","0.583","0.6416","0.5458","1.4926","0.0555","A"
"HF004","2","GSWS03","2015","2014-11-08","0.5115","0.5458","0.4899","1.3095","0.0487","A"
"HF004","2","GSWS03","2015","2014-11-09","0.4784","0.4899","0.4676","1.2248","0.0455","A"
"HF004","2","GSWS03","2015","2014-11-10","0.4581","0.4788","0.4454","1.1728","0.0436","A"
"HF004","2","GSWS03","2015","2014-11-11","0.4286","0.4399","0.4122","1.0973","0.0408","A"
"HF004","2","GSWS03","2015","2014-11-12","0.399","0.4122","0.3902","1.0213","0.038","A"
"HF004","2","GSWS03","2015","2014-11-13","2.7271","7.7851","0.3902","6.9813","0.2596","A"
"HF004","2","GSWS03","2015","2014-11-14","5.4089","8.7375","2.5911","13.8467","0.515","A"
"HF004","2","GSWS03","2015","2014-11-15","1.8836","2.5911","1.4595","4.8221","0.1793","A"
"HF004","2","GSWS03","2015","2014-11-16","1.2576","1.4595","1.097","3.2195","0.1197","A"
"HF004","2","GSWS03","2015","2014-11-17","0.9712","1.097","0.8731","2.4862","0.0925","A"
"HF004","2","GSWS03","2015","2014-11-18","0.8079","0.8731","0.7495","2.0682","0.0769","A"
"HF004","2","GSWS03","2015","2014-11-19","0.7493","0.8903","0.7039","1.9181","0.0713","A"
"HF004","2","GSWS03","2015","2014-11-20","0.84","0.9517","0.7438","2.1505","0.08","A"
"HF004","2","GSWS03","2015","2014-11-21","4.5238","15.3672","0.7096","11.581","0.4307","A"
"HF004","2","GSWS03","2015","2014-11-22","7.8275","14.8736","4.9669","20.0383","0.7452","A"
"HF004","2","GSWS03","2015","2014-11-23","3.8888","4.9669","2.9633","9.9554","0.3702","A"
"HF004","2","GSWS03","2015","2014-11-24","2.465","2.9475","2.1776","6.3104","0.2347","A"
"HF004","2","GSWS03","2015","2014-11-25","2.2551","2.3691","2.0956","5.7731","0.2147","A"
