"STCODE","FORMAT","SITECODE","WATERYEAR","DATE","MEAN_Q","MAX_Q","MIN_Q","MEAN_Q_AREA","TOTAL_Q_AREA","ESTCODE"
"HF004","2","GSWS06","2015","2014-10-01","0.0026","0.0036","0.0019","0.0511","0.0019","A"
"HF004","2","GSWS06","2015","2014-10-02","0.002","0.0024","0.0019","0.0405","0.0015","A"
"HF004","2","GSWS06","2015","2014-10-03","0.0017","0.0021","0.0016","0.0346","0.0013","A"
"HF004","2","GSWS06","2015","2014-10-04","0.0015","0.0019","0.0014","0.0298","0.0011","A"
"HF004","2","GSWS06","2015","2014-10-05","0.0014","0.0016","0.0011","0.0277","0.001","A"
"HF004","2","GSWS06","2015","2014-10-06","0.0012","0.0014","0.0011","0.0241","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-07","0.0012","0.0014","0.0011","0.0239","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-08","0.0012","0.0016","0.0011","0.0244","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-09","0.0011","0.0012","0.0009","0.0217","0.0008","A"
"HF004","2","GSWS06","2015","2014-10-10","0.0011","0.0012","0.0011","0.0222","0.0008","A"
"HF004","2","GSWS06","2015","2014-10-11","0.0012","0.0019","0.0009","0.0249","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-12","0.0012","0.0014","0.0012","0.0246","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-13","0.0013","0.0017","0.0011","0.0252","0.0009","A"
"HF004","2","GSWS06","2015","2014-10-14","0.0015","0.0028","0.0011","0.0306","0.0011","A"
"HF004","2","GSWS06","2015","2014-10-15","0.0074","0.0141","0.0028","0.1483","0.0055","A"
"HF004","2","GSWS06","2015","2014-10-16","0.0032","0.0064","0.0019","0.0644","0.0024","A"
"HF004","2","GSWS06","2015","2014-10-17","0.0018","0.0019","0.0016","0.035","0.0013","A"
"HF004","2","GSWS06","2015","2014-10-18","0.002","0.0026","0.0016","0.0391","0.0015","A"
"HF004","2","GSWS06","2015","2014-10-19","0.0016","0.0017","0.0014","0.0326","0.0012","A"
"HF004","2","GSWS06","2015","2014-10-20","0.0062","0.028","0.0014","0.1242","0.0046","A"
"HF004","2","GSWS06","2015","2014-10-21","0.0089","0.0146","0.0047","0.1789","0.0066","A"
"HF004","2","GSWS06","2015","2014-10-22","0.0331","0.177","0.006","0.6629","0.0247","A"
"HF004","2","GSWS06","2015","2014-10-23","0.0394","0.1641","0.0112","0.7881","0.0293","A"
"HF004","2","GSWS06","2015","2014-10-24","0.0091","0.0112","0.0078","0.1816","0.0068","A"
"HF004","2","GSWS06","2015","2014-10-25","0.0096","0.022","0.0047","0.1923","0.0072","A"
"HF004","2","GSWS06","2015","2014-10-26","0.0324","0.0488","0.0202","0.648","0.0241","A"
"HF004","2","GSWS06","2015","2014-10-27","0.0169","0.0266","0.0121","0.3375","0.0126","A"
"HF004","2","GSWS06","2015","2014-10-28","0.0258","0.0653","0.0107","0.5164","0.0192","A"
"HF004","2","GSWS06","2015","2014-10-29","0.0233","0.041","0.0173","0.4668","0.0174","A"
"HF004","2","GSWS06","2015","2014-10-30","0.029","0.1062","0.0151","0.581","0.0216","A"
"HF004","2","GSWS06","2015","2014-10-31","0.0798","0.1115","0.0592","1.5957","0.0593","A"
"HF004","2","GSWS06","2015","2014-11-01","0.0515","0.0592","0.0444","1.0295","0.0383","A"
"HF004","2","GSWS06","2015","2014-11-02","0.0375","0.0444","0.0331","0.7491","0.0279","A"
"HF004","2","GSWS06","2015","2014-11-03","0.0308","0.0331","0.028","0.6151","0.0229","A"
"HF004","2","GSWS06","2015","2014-11-04","0.0543","0.0794","0.0273","1.0855","0.0404","A"
"HF004","2","GSWS06","2015","2014-11-05","0.0485","0.0506","0.047","0.969","0.036","A"
"HF004","2","GSWS06","2015","2014-11-06","0.0454","0.0479","0.0418","0.9087","0.0338","A"
"HF004","2","GSWS06","2015","2014-11-07","0.0368","0.0418","0.0331","0.7354","0.0273","A"
"HF004","2","GSWS06","2015","2014-11-08","0.0299","0.0338","0.0266","0.5984","0.0223","A"
"HF004","2","GSWS06","2015","2014-11-09","0.0258","0.0273","0.0246","0.5159","0.0192","A"
"HF004","2","GSWS06","2015","2014-11-10","0.0236","0.0252","0.022","0.4719","0.0176","A"
"HF004","2","GSWS06","2015","2014-11-11","0.0207","0.022","0.0196","0.4145","0.0154","A"
"HF004","2","GSWS06","2015","2014-11-12","0.0192","0.0202","0.0184","0.3841","0.0143","A"
"HF004","2","GSWS06","2015","2014-11-13","0.0747","0.1673","0.0184","1.4944","0.0556","A"
"HF004","2","GSWS06","2015","2014-11-14","0.2609","0.3119","0.1689","5.2182","0.1941","A"
"HF004","2","GSWS06","2015","2014-11-15","0.1784","0.2278","0.144","3.5681","0.1327","A"
"HF004","2","GSWS06","2015","2014-11-16","0.1274","0.144","0.1155","2.5472","0.0947","A"
"HF004","2","GSWS06","2015","2014-11-17","0.1028","0.1155","0.0912","2.0563","0.0765","A"
"HF004","2","GSWS06","2015","2014-11-18","0.0831","0.0912","0.0783","1.663","0.0618","A"
"HF004","2","GSWS06","2015","2014-11-19","0.0738","0.0783","0.0717","1.4767","0.0549","A"
"HF004","2","GSWS06","2015","2014-11-20","0.0782","0.0852","0.0728","1.5646","0.0582","A"
"HF004","2","GSWS06","2015","2014-11-21","0.2065","0.7838","0.0695","4.1291","0.1536","A"
"HF004","2","GSWS06","2015","2014-11-22","0.7439","0.9387","0.5548","14.8786","0.5533","A"
"HF004","2","GSWS06","2015","2014-11-23","0.4677","0.5548","0.4008","9.3531","0.3478","A"
"HF004","2","GSWS06","2015","2014-11-24","0.373","0.4008","0.3494","7.4601","0.2774","A"
"HF004","2","GSWS06","2015","2014-11-25","0.3287","0.3494","0.3055","6.5741","0.2445","A"
"HF004","2","GSWS06","2015","2014-11-26","0.2865","0.3076","0.2744","5.7304","0.2131","A"
"HF004","2","GSWS06","2015","2014-11-27","0.3091","0.37","0.2643","6.1814","0.2299","A"
"HF004","2","GSWS06","2015","2014-11-28","0.8409","1.6861","0.37","16.8171","0.6254","A"
"HF004","2","GSWS06","2015","2014-11-29","1.5386","1.8058","1.2336","30.7717","1.1444","A"
"HF004","2","GSWS06","2015","2014-11-30","0.9981","1.3121","0.7383","19.9612","0.7424","A"
"HF004","2","GSWS06","2015","2014-12-01","0.6112","0.7351","0.5216","12.2243","0.4546","A"
"HF004","2","GSWS06","2015","2014-12-02","0.4661","0.5216","0.4278","9.3228","0.3467","A"
"HF004","2","GSWS06","2015","2014-12-03","0.3962","0.4278","0.3747","7.9235","0.2947","A"
"HF004","2","GSWS06","2015","2014-12-04","0.3704","0.3865","0.3608","7.4088","0.2755","A"
"HF004","2","GSWS06","2015","2014-12-05","0.3552","0.3677","0.3516","7.104","0.2642","A"
"HF004","2","GSWS06","2015","2014-12-06","0.3635","0.3912","0.3516","7.2692","0.2703","A"
"HF004","2","GSWS06","2015","2014-12-07","0.3471","0.3516","0.3381","6.9411","0.2581","A"
"HF004","2","GSWS06","2015","2014-12-08","0.3285","0.3471","0.3012","6.569","0.2443","A"
"HF004","2","GSWS06","2015","2014-12-09","0.2876","0.3012","0.2784","5.7519","0.2139","A"
"HF004","2","GSWS06","2015","2014-12-10","0.2747","0.3381","0.2565","5.4931","0.2043","A"
"HF004","2","GSWS06","2015","2014-12-11","0.2608","0.2724","0.2506","5.2169","0.194","A"
