"STCODE","FORMAT","SITECODE","WATERYEAR","BEGIN_DATETIME","END_DATETIME","TOTAL_Q_SMPL","ESTCODE"
"HF004","6","GSWS01","2015","2014-10-01 00:00:00","2014-10-14 18:00:00",0.085
"HF004","6","GSWS01","2015","2014-10-14 18:00:00","2014-11-04 18:55:00",1.157
"HF004","6","GSWS01","2015","2014-11-04 18:55:00","2014-11-24 16:35:00",4.176
"HF004","6","GSWS01","2015","2014-11-24 16:35:00","2014-12-16 17:10:00",6.274
"HF004","6","GSWS01","2015","2014-12-16 17:10:00","2015-01-06 18:00:00",11.033
"HF004","6","GSWS01","2015","2015-01-06 18:00:00","2015-01-27 10:25:00",3.6
"HF004","6","GSWS01","2015","2015-01-27 10:25:00","2015-02-17 16:20:00",4.07
"HF004","6","GSWS01","2015","2015-02-17 16:20:00","2015-03-10 14:15:00",0.982
"HF004","6","GSWS01","2015","2015-03-10 14:15:00","2015-03-31 14:30:00",1.75
"HF004","6","GSWS01","2015","2015-03-31 14:30:00","2015-04-21 15:25:00",1.565
"HF004","6","GSWS01","2015","2015-04-21 15:25:00","2015-05-12 17:05:00",0.706
"HF004","6","GSWS01","2015","2015-05-12 17:05:00","2015-06-04 09:15:00",0.616
"HF004","6","GSWS01","2015","2015-06-04 09:15:00","2015-06-24 08:05:00",0.223
"HF004","6","GSWS01","2015","2015-06-24 08:05:00","2015-07-15 09:45:00",0.08
"HF004","6","GSWS01","2015","2015-07-15 09:45:00","2015-08-06 14:05:00",0.037
"HF004","6","GSWS01","2015","2015-08-06 14:05:00","2015-08-25 12:35:00",0.017
"HF004","6","GSWS01","2015","2015-08-25 12:35:00","2015-09-15 12:00:00",0.047
"HF004","6","GSWS01","2015","2015-09-15 12:00:00","2015-10-01 00:00:00",0.102
